,Simulation,Ganhador,Player 0,Player 1,Player 2,Player 3
43,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
44,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
45,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
46,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
47,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
48,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
49,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
50,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
51,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
52,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
53,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
54,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
55,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
56,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
57,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
58,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
59,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
60,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
61,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
62,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
63,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
64,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
65,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
66,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
67,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
68,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
69,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
70,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
71,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
72,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
73,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
74,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
75,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
76,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
77,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
78,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
79,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
80,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
81,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, yellow)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
82,1.0,Player 2,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
83,1.0,Player 3,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
84,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, red)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
85,1.0,Player 0,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, blue)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
86,1.0,Player 1,"['Card (2, blue)', 'Card (8, blue)', 'Card (5, green)', 'Card (3, yellow)', 'Card (2, yellow)', 'Card (1, yellow)', 'Card (X, yellow)']","['Card (9, yellow)', 'Card (X, blue)', 'Card (3, red)', 'Card (X, blue)', 'Card (8, yellow)', 'Card (R, green)', 'Card (4, green)']","['Card (X, green)', 'Card (8, red)', 'Card (4, blue)', 'Card (4, red)', 'Card (2, yellow)', 'Card (4, yellow)', 'Card (+, red)']","['Card (1, red)', 'Card (1, blue)', 'Card (R, blue)', 'Card (C, green)', 'Card (R, green)', 'Card (8, green)', 'Card (2, red)']"
